username,start_id,completed_tweet,tweet_set,emergency_round
user1,1,[],"['https://twitter.com/libsoftiktok/status/1613196094615289857', 'https://twitter.com/DrLoupis/status/1622193984247398403', 'https://twitter.com/realstewpeters/status/1625221903433535488', 'https://twitter.com/Quakeprediction/status/1504297049491230721', 'https://twitter.com/Leslieoo7/status/1602152106219257858', 'https://twitter.com/stillgray/status/1606001839056752640', 'https://twitter.com/RepAndyBiggsAZ/status/1620559695063941121', 'https://twitter.com/POTUS/status/1588954298146226178', 'https://twitter.com/AnnaForFlorida/status/1486887136880119813']",{0: '-'}
